"Sub_community","Plant_species","Sample_type","MeJA_treatment","sample","ASV","abundance","Domain","Phylum","Class","Order","Family","Genus","Species"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","7_Root","ASV_143",10,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","8_Root","ASV_143",11,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","9_Root","ASV_143",17,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","11_Root","ASV_178",4,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","14_Root","ASV_178",3,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","control","15_Root","ASV_178",9,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","17_Root","ASV_178",23,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","19_Root","ASV_178",6,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","2_Root","ASV_178",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","20_Root","ASV_178",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","control","21_Root","ASV_178",6,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","27_Root","ASV_178",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","control","28_Root","ASV_178",10,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","29_Root","ASV_178",13,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","control","33_Root","ASV_178",15,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","37_Root","ASV_178",3,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","39_Root","ASV_178",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","control","4_Root","ASV_178",6,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","41_Root","ASV_178",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","43_Root","ASV_178",12,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","control","45_Root","ASV_178",8,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","48_Root","ASV_178",9,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","7_Root","ASV_178",4,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","8_Root","ASV_178",8,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","9_Root","ASV_178",5,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niastella","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","11_Root","ASV_192",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","14_Root","ASV_192",3,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","control","15_Root","ASV_192",2,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","17_Root","ASV_192",10,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","19_Root","ASV_192",8,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","2_Root","ASV_192",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","20_Root","ASV_192",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","control","21_Root","ASV_192",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","27_Root","ASV_192",7,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","control","28_Root","ASV_192",8,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","29_Root","ASV_192",10,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","control","33_Root","ASV_192",9,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","37_Root","ASV_192",3,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","39_Root","ASV_192",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","control","4_Root","ASV_192",9,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","41_Root","ASV_192",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","43_Root","ASV_192",12,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","control","45_Root","ASV_192",2,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","48_Root","ASV_192",7,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","7_Root","ASV_192",4,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","8_Root","ASV_192",13,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","9_Root","ASV_192",8,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rubrivivax","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","11_Root","ASV_198",1,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","14_Root","ASV_198",0,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","control","15_Root","ASV_198",1,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","17_Root","ASV_198",4,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","19_Root","ASV_198",5,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","2_Root","ASV_198",0,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","20_Root","ASV_198",0,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","control","21_Root","ASV_198",5,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","27_Root","ASV_198",0,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","control","28_Root","ASV_198",3,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","29_Root","ASV_198",1,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","control","33_Root","ASV_198",2,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","37_Root","ASV_198",6,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","39_Root","ASV_198",0,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","control","4_Root","ASV_198",3,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","41_Root","ASV_198",0,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","43_Root","ASV_198",4,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","control","45_Root","ASV_198",6,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","48_Root","ASV_198",5,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","7_Root","ASV_198",0,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","8_Root","ASV_198",2,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","9_Root","ASV_198",2,"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","11_Root","ASV_483",6,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","14_Root","ASV_483",4,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","control","15_Root","ASV_483",11,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","17_Root","ASV_483",11,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","19_Root","ASV_483",3,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","2_Root","ASV_483",0,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","20_Root","ASV_483",10,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","control","21_Root","ASV_483",4,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","27_Root","ASV_483",0,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","control","28_Root","ASV_483",7,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","29_Root","ASV_483",5,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","control","33_Root","ASV_483",2,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","37_Root","ASV_483",3,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","39_Root","ASV_483",0,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","control","4_Root","ASV_483",1,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","41_Root","ASV_483",0,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","43_Root","ASV_483",2,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","control","45_Root","ASV_483",9,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","48_Root","ASV_483",4,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","7_Root","ASV_483",4,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","8_Root","ASV_483",1,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","9_Root","ASV_483",2,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Pajaroellobacter","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","11_Root","ASV_512",7,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","14_Root","ASV_512",1,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","control","15_Root","ASV_512",5,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","17_Root","ASV_512",12,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","19_Root","ASV_512",5,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","2_Root","ASV_512",0,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","20_Root","ASV_512",0,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","control","21_Root","ASV_512",5,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","27_Root","ASV_512",0,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","control","28_Root","ASV_512",6,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","29_Root","ASV_512",2,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","control","33_Root","ASV_512",5,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","37_Root","ASV_512",1,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","39_Root","ASV_512",0,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","control","4_Root","ASV_512",3,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","41_Root","ASV_512",0,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","43_Root","ASV_512",2,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","control","45_Root","ASV_512",7,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","48_Root","ASV_512",2,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","7_Root","ASV_512",0,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","8_Root","ASV_512",1,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","9_Root","ASV_512",1,"d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","11_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","14_Root","ASV_553",4,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","control","15_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","17_Root","ASV_553",12,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","19_Root","ASV_553",22,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","2_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","20_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","control","21_Root","ASV_553",9,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","27_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","control","28_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","29_Root","ASV_553",4,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","control","33_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","37_Root","ASV_553",8,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","39_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","control","4_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_1.0","41_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","43_Root","ASV_553",1,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","control","45_Root","ASV_553",13,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","48_Root","ASV_553",4,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","MeJA_0.1","7_Root","ASV_553",5,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
"at_root","Arabidopsis_thaliana","Root","oral_secretion","8_Root","ASV_553",0,"d__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__uncultured","s__"
